Ball Handling,Footwork,Attacking,Defending,Shooting,position
81,91,59,97,9,Goal Keeper
93,84,55,93,3,Goal Keeper
82,86,54,92,0,Goal Keeper
85,90,60,99,18,Goal Keeper
91,82,58,100,11,Goal Keeper
97,81,53,100,8,Goal Keeper
88,80,60,92,17,Goal Keeper
90,94,58,100,18,Goal Keeper
94,80,58,95,10,Goal Keeper
95,83,58,96,6,Goal Keeper
83,89,58,92,18,Goal Keeper
93,100,51,91,13,Goal Keeper
92,91,51,97,1,Goal Keeper
83,86,56,93,1,Goal Keeper
93,95,57,92,0,Goal Keeper
100,91,60,100,6,Goal Keeper
87,95,51,95,15,Goal Keeper
83,99,58,94,16,Goal Keeper
90,86,53,92,13,Goal Keeper
98,85,58,95,12,Goal Keeper
94,85,52,93,6,Goal Keeper
93,82,56,91,4,Goal Keeper
89,94,56,91,17,Goal Keeper
86,99,59,96,9,Goal Keeper
87,89,52,91,14,Goal Keeper
85,82,54,93,20,Goal Keeper
81,89,58,91,10,Goal Keeper
95,84,59,94,16,Goal Keeper
98,86,50,99,10,Goal Keeper
90,85,50,93,19,Goal Keeper
100,95,53,92,1,Goal Keeper
96,86,55,91,10,Goal Keeper
95,97,60,98,2,Goal Keeper
86,90,57,98,17,Goal Keeper
98,87,57,93,10,Goal Keeper
97,96,55,94,12,Goal Keeper
92,85,57,100,18,Goal Keeper
94,88,53,97,5,Goal Keeper
87,98,50,90,19,Goal Keeper
91,88,51,99,7,Goal Keeper
98,83,55,90,15,Goal Keeper
87,97,56,94,0,Goal Keeper
81,93,54,90,12,Goal Keeper
86,94,51,91,6,Goal Keeper
91,98,50,100,13,Goal Keeper
88,99,50,99,2,Goal Keeper
89,89,58,93,13,Goal Keeper
84,93,59,91,10,Goal Keeper
94,99,56,98,15,Goal Keeper
84,95,52,96,5,Goal Keeper
87,99,58,99,3,Goal Keeper
91,87,60,100,12,Goal Keeper
85,92,59,92,8,Goal Keeper
92,90,60,98,13,Goal Keeper
98,80,59,96,1,Goal Keeper
99,93,60,95,16,Goal Keeper
88,89,56,96,10,Goal Keeper
97,86,50,99,12,Goal Keeper
100,89,60,99,15,Goal Keeper
92,95,50,99,0,Goal Keeper
87,87,50,92,8,Goal Keeper
80,96,50,93,13,Goal Keeper
84,84,58,91,5,Goal Keeper
90,89,53,92,2,Goal Keeper
80,89,55,94,14,Goal Keeper
95,83,57,91,1,Goal Keeper
86,86,55,99,3,Goal Keeper
97,96,52,97,14,Goal Keeper
85,95,52,99,14,Goal Keeper
86,95,50,100,2,Goal Keeper
82,90,51,93,7,Goal Keeper
94,88,57,90,9,Goal Keeper
94,90,59,90,10,Goal Keeper
84,88,54,95,5,Goal Keeper
94,99,59,92,1,Goal Keeper
87,97,60,100,12,Goal Keeper
90,85,55,95,3,Goal Keeper
95,85,55,97,5,Goal Keeper
86,80,57,93,5,Goal Keeper
99,100,59,94,20,Goal Keeper
88,81,58,90,13,Goal Keeper
87,85,58,100,17,Goal Keeper
88,94,57,94,12,Goal Keeper
91,92,54,93,14,Goal Keeper
89,100,54,91,2,Goal Keeper
85,85,50,90,3,Goal Keeper
94,89,59,90,18,Goal Keeper
84,96,55,91,1,Goal Keeper
90,92,52,98,15,Goal Keeper
83,87,58,96,17,Goal Keeper
86,94,50,98,7,Goal Keeper
81,86,60,97,3,Goal Keeper
89,92,57,92,17,Goal Keeper
88,93,58,90,19,Goal Keeper
80,82,57,91,7,Goal Keeper
93,82,53,98,16,Goal Keeper
90,88,55,92,14,Goal Keeper
92,82,59,97,12,Goal Keeper
94,89,54,95,0,Goal Keeper
86,88,57,90,10,Goal Keeper
80,83,56,97,14,Goal Keeper
88,88,57,99,14,Goal Keeper
90,92,60,91,15,Goal Keeper
92,83,52,92,14,Goal Keeper
98,84,52,98,13,Goal Keeper
91,97,50,93,17,Goal Keeper
81,98,60,99,16,Goal Keeper
81,82,50,94,7,Goal Keeper
87,92,51,93,4,Goal Keeper
86,96,51,100,14,Goal Keeper
89,93,55,92,14,Goal Keeper
89,90,56,99,13,Goal Keeper
89,99,50,93,4,Goal Keeper
85,97,53,90,20,Goal Keeper
99,94,56,100,12,Goal Keeper
95,80,54,97,5,Goal Keeper
84,83,50,100,3,Goal Keeper
89,92,54,91,9,Goal Keeper
97,84,50,90,6,Goal Keeper
90,87,60,94,17,Goal Keeper
83,96,54,98,4,Goal Keeper
94,92,58,98,20,Goal Keeper
83,97,60,92,18,Goal Keeper
94,81,50,99,9,Goal Keeper
84,89,52,90,14,Goal Keeper
97,98,50,97,2,Goal Keeper
92,86,50,98,9,Goal Keeper
94,99,52,95,2,Goal Keeper
87,84,55,93,1,Goal Keeper
94,98,55,98,14,Goal Keeper
83,81,53,93,1,Goal Keeper
97,83,59,91,5,Goal Keeper
84,94,59,90,2,Goal Keeper
83,86,58,95,2,Goal Keeper
80,92,57,97,14,Goal Keeper
89,100,55,90,10,Goal Keeper
93,100,58,91,13,Goal Keeper
100,84,60,98,0,Goal Keeper
80,93,53,90,15,Goal Keeper
93,99,54,97,19,Goal Keeper
81,100,54,93,3,Goal Keeper
88,100,56,94,11,Goal Keeper
84,86,59,100,6,Goal Keeper
87,87,57,91,1,Goal Keeper
94,81,52,98,2,Goal Keeper
86,89,52,97,20,Goal Keeper
92,97,56,100,15,Goal Keeper
100,91,55,92,16,Goal Keeper
90,96,50,96,20,Goal Keeper
89,82,56,97,4,Goal Keeper
92,97,51,96,13,Goal Keeper
88,80,51,97,9,Goal Keeper
100,81,52,93,3,Goal Keeper
99,93,54,91,13,Goal Keeper
84,87,56,91,18,Goal Keeper
90,87,54,98,19,Goal Keeper
91,90,60,98,3,Goal Keeper
92,88,52,100,3,Goal Keeper
99,96,57,98,12,Goal Keeper
91,90,53,92,3,Goal Keeper
91,81,54,98,19,Goal Keeper
95,80,60,96,0,Goal Keeper
85,95,52,97,19,Goal Keeper
86,87,51,92,0,Goal Keeper
96,81,55,94,10,Goal Keeper
80,88,52,99,19,Goal Keeper
89,86,55,91,5,Goal Keeper
86,85,52,99,4,Goal Keeper
96,90,52,93,9,Goal Keeper
94,98,56,94,2,Goal Keeper
97,98,53,93,18,Goal Keeper
85,97,53,100,9,Goal Keeper
95,81,52,92,8,Goal Keeper
88,80,55,99,14,Goal Keeper
88,94,55,97,3,Goal Keeper
87,89,59,95,12,Goal Keeper
94,82,57,96,14,Goal Keeper
80,100,57,96,17,Goal Keeper
86,99,55,96,8,Goal Keeper
97,96,57,92,1,Goal Keeper
91,89,59,90,14,Goal Keeper
82,96,54,90,2,Goal Keeper
80,100,53,90,3,Goal Keeper
84,84,56,92,4,Goal Keeper
91,99,60,98,8,Goal Keeper
88,89,52,94,12,Goal Keeper
89,88,52,94,7,Goal Keeper
96,81,50,94,15,Goal Keeper
98,91,53,97,1,Goal Keeper
91,97,58,91,5,Goal Keeper
90,81,53,95,6,Goal Keeper
90,90,53,96,9,Goal Keeper
89,97,54,99,5,Goal Keeper
94,99,52,90,19,Goal Keeper
81,99,51,99,10,Goal Keeper
86,80,51,97,8,Goal Keeper
97,97,52,95,5,Goal Keeper
94,85,57,95,2,Goal Keeper
82,90,57,97,6,Goal Keeper
89,96,53,93,12,Goal Keeper
82,86,52,90,13,Goal Keeper
98,82,59,91,19,Goal Keeper
86,99,59,94,11,Goal Keeper
80,84,57,95,16,Goal Keeper
82,92,60,96,4,Goal Keeper
94,92,52,90,12,Goal Keeper
94,86,56,92,17,Goal Keeper
90,83,60,100,10,Goal Keeper
85,95,58,91,5,Goal Keeper
100,96,56,92,1,Goal Keeper
99,89,59,96,6,Goal Keeper
85,92,51,98,19,Goal Keeper
88,91,55,90,0,Goal Keeper
81,83,51,91,20,Goal Keeper
91,85,56,95,17,Goal Keeper
90,87,57,98,8,Goal Keeper
95,91,55,91,10,Goal Keeper
96,95,51,99,1,Goal Keeper
100,96,56,94,19,Goal Keeper
93,94,57,97,11,Goal Keeper
85,98,56,92,4,Goal Keeper
100,90,58,91,17,Goal Keeper
82,86,60,90,19,Goal Keeper
82,81,52,94,6,Goal Keeper
84,95,60,95,12,Goal Keeper
91,90,54,96,14,Goal Keeper
80,83,53,99,1,Goal Keeper
86,86,58,100,19,Goal Keeper
81,97,53,92,5,Goal Keeper
85,84,57,90,20,Goal Keeper
95,94,58,90,16,Goal Keeper
80,80,57,96,13,Goal Keeper
81,81,59,92,8,Goal Keeper
85,86,55,93,14,Goal Keeper
82,92,55,94,19,Goal Keeper
92,88,55,100,6,Goal Keeper
86,93,55,95,7,Goal Keeper
82,93,51,96,4,Goal Keeper
82,84,56,96,12,Goal Keeper
89,88,52,100,7,Goal Keeper
97,83,54,98,20,Goal Keeper
94,81,52,90,9,Goal Keeper
96,93,59,91,0,Goal Keeper
100,88,59,94,1,Goal Keeper
82,81,52,90,3,Goal Keeper
90,86,54,96,15,Goal Keeper
100,81,52,97,7,Goal Keeper
99,85,53,94,2,Goal Keeper
92,94,50,95,8,Goal Keeper
96,96,56,95,0,Goal Keeper
94,100,51,98,5,Goal Keeper
82,82,52,97,12,Goal Keeper
90,81,56,100,17,Goal Keeper
100,85,57,93,6,Goal Keeper
85,98,59,93,5,Goal Keeper
83,97,50,92,0,Goal Keeper
94,88,56,98,7,Goal Keeper
82,85,59,92,2,Goal Keeper
89,92,56,93,18,Goal Keeper
100,97,58,98,20,Goal Keeper
90,99,55,100,16,Goal Keeper
80,98,55,90,9,Goal Keeper
80,91,59,100,11,Goal Keeper
81,88,53,97,16,Goal Keeper
95,100,57,91,4,Goal Keeper
88,100,54,95,13,Goal Keeper
85,90,51,90,18,Goal Keeper
88,97,54,96,0,Goal Keeper
90,84,56,93,7,Goal Keeper
96,80,55,97,15,Goal Keeper
89,92,58,98,12,Goal Keeper
93,92,59,92,7,Goal Keeper
84,100,60,96,6,Goal Keeper
85,97,51,98,11,Goal Keeper
96,94,51,91,1,Goal Keeper
84,99,60,93,8,Goal Keeper
81,82,55,93,16,Goal Keeper
84,95,52,93,6,Goal Keeper
83,81,51,90,15,Goal Keeper
98,87,51,100,15,Goal Keeper
97,83,59,99,4,Goal Keeper
85,91,55,91,15,Goal Keeper
90,82,51,95,7,Goal Keeper
90,98,59,98,13,Goal Keeper
95,84,59,95,9,Goal Keeper
99,86,50,90,12,Goal Keeper
99,88,52,97,16,Goal Keeper
86,81,55,100,10,Goal Keeper
89,93,54,99,17,Goal Keeper
83,100,56,97,0,Goal Keeper
88,96,55,94,5,Goal Keeper
99,87,55,90,9,Goal Keeper
95,80,56,99,19,Goal Keeper
89,100,50,92,19,Goal Keeper
83,82,58,95,1,Goal Keeper
81,84,56,95,17,Goal Keeper
89,100,54,92,1,Goal Keeper
100,96,60,94,5,Goal Keeper
96,82,58,98,5,Goal Keeper
88,98,53,92,4,Goal Keeper
83,93,52,97,2,Goal Keeper
100,85,58,93,3,Goal Keeper
89,85,59,100,0,Goal Keeper
92,89,60,99,10,Goal Keeper
88,100,57,90,18,Goal Keeper
95,95,60,92,0,Goal Keeper
97,99,52,91,7,Goal Keeper
82,97,56,100,7,Goal Keeper
80,91,56,100,16,Goal Keeper
97,83,59,93,16,Goal Keeper
97,100,55,100,14,Goal Keeper
83,80,56,93,3,Goal Keeper
80,82,59,96,18,Goal Keeper
85,92,59,98,4,Goal Keeper
89,88,53,94,1,Goal Keeper
81,97,58,90,5,Goal Keeper
84,88,51,90,16,Goal Keeper
95,85,59,90,8,Goal Keeper
90,86,59,92,20,Goal Keeper
83,92,52,99,5,Goal Keeper
92,89,60,95,4,Goal Keeper
84,98,53,91,13,Goal Keeper
83,86,60,100,9,Goal Keeper
82,94,60,96,17,Goal Keeper
94,85,51,92,5,Goal Keeper
88,89,53,96,17,Goal Keeper
86,98,55,98,16,Goal Keeper
90,92,57,92,15,Goal Keeper
86,82,53,96,12,Goal Keeper
88,83,55,90,5,Goal Keeper
88,96,54,99,13,Goal Keeper
88,98,52,97,10,Goal Keeper
88,93,60,91,20,Goal Keeper
80,97,59,94,6,Goal Keeper
85,80,52,96,6,Goal Keeper
95,86,55,93,20,Goal Keeper
85,81,56,94,8,Goal Keeper
80,82,55,98,19,Goal Keeper
98,87,53,93,3,Goal Keeper
95,91,52,97,16,Goal Keeper
84,80,52,95,13,Goal Keeper
81,99,56,92,16,Goal Keeper
82,99,56,91,11,Goal Keeper
92,95,54,90,4,Goal Keeper
96,93,59,98,17,Goal Keeper
80,87,58,100,0,Goal Keeper
97,86,52,95,11,Goal Keeper
95,99,51,90,12,Goal Keeper
90,92,58,96,10,Goal Keeper
86,80,51,90,13,Goal Keeper
100,95,55,98,13,Goal Keeper
100,80,53,93,10,Goal Keeper
94,83,59,97,7,Goal Keeper
83,81,59,98,11,Goal Keeper
99,91,53,94,12,Goal Keeper
96,88,60,95,3,Goal Keeper
87,82,50,94,9,Goal Keeper
82,99,51,91,14,Goal Keeper
99,92,58,97,2,Goal Keeper
99,81,51,90,3,Goal Keeper
100,94,51,100,8,Goal Keeper
84,93,57,100,11,Goal Keeper
80,89,54,92,11,Goal Keeper
85,97,53,91,6,Goal Keeper
99,80,53,99,17,Goal Keeper
90,90,53,98,13,Goal Keeper
88,91,51,99,6,Goal Keeper
94,87,59,91,13,Goal Keeper
96,84,52,97,13,Goal Keeper
97,94,59,99,9,Goal Keeper
86,84,52,97,6,Goal Keeper
89,89,51,94,5,Goal Keeper
90,96,56,99,17,Goal Keeper
87,94,57,97,5,Goal Keeper
84,96,58,98,17,Goal Keeper
96,98,50,92,10,Goal Keeper
80,87,52,93,6,Goal Keeper
89,95,51,98,17,Goal Keeper
84,91,56,97,11,Goal Keeper
82,96,59,91,17,Goal Keeper
80,83,54,98,4,Goal Keeper
93,84,59,92,8,Goal Keeper
90,98,52,99,7,Goal Keeper
81,100,56,92,11,Goal Keeper
83,98,59,98,16,Goal Keeper
99,87,60,96,20,Goal Keeper
81,85,50,96,19,Goal Keeper
80,86,54,92,18,Goal Keeper
100,92,57,94,20,Goal Keeper
82,91,52,100,6,Goal Keeper
94,95,51,93,4,Goal Keeper
95,82,57,99,8,Goal Keeper
84,97,52,91,8,Goal Keeper
98,99,51,98,0,Goal Keeper
95,89,54,95,20,Goal Keeper
97,85,60,96,11,Goal Keeper
94,85,57,91,7,Goal Keeper
80,91,53,96,14,Goal Keeper
80,81,51,96,12,Goal Keeper
93,91,54,96,1,Goal Keeper
90,83,56,96,15,Goal Keeper
80,87,56,90,14,Goal Keeper
94,85,50,98,2,Goal Keeper
100,85,56,98,4,Goal Keeper
99,94,57,94,19,Goal Keeper
90,86,51,95,17,Goal Keeper
82,91,54,96,20,Goal Keeper
90,83,56,99,18,Goal Keeper
93,88,58,100,11,Goal Keeper
83,100,53,94,2,Goal Keeper
88,89,52,99,1,Goal Keeper
89,96,54,99,20,Goal Keeper
80,91,52,100,13,Goal Keeper
98,85,58,99,4,Goal Keeper
81,93,53,97,3,Goal Keeper
98,95,57,91,3,Goal Keeper
100,82,58,92,12,Goal Keeper
86,98,55,99,14,Goal Keeper
84,86,53,93,0,Goal Keeper
90,93,50,100,11,Goal Keeper
93,81,57,97,20,Goal Keeper
91,96,51,93,15,Goal Keeper
88,83,60,95,17,Goal Keeper
93,88,53,90,10,Goal Keeper
82,93,52,93,2,Goal Keeper
86,84,60,99,9,Goal Keeper
94,95,50,91,12,Goal Keeper
98,98,60,94,14,Goal Keeper
80,87,53,100,3,Goal Keeper
85,95,56,93,13,Goal Keeper
96,91,53,96,16,Goal Keeper
95,94,57,94,20,Goal Keeper
87,88,57,92,12,Goal Keeper
81,81,50,97,9,Goal Keeper
88,98,54,96,0,Goal Keeper
97,96,53,96,9,Goal Keeper
84,83,58,97,15,Goal Keeper
97,90,59,99,14,Goal Keeper
93,100,53,98,14,Goal Keeper
95,89,50,91,3,Goal Keeper
81,94,52,90,14,Goal Keeper
84,93,53,91,3,Goal Keeper
96,88,53,92,14,Goal Keeper
92,93,52,92,5,Goal Keeper
84,80,50,91,2,Goal Keeper
98,82,58,96,4,Goal Keeper
82,84,59,91,4,Goal Keeper
99,89,59,96,12,Goal Keeper
93,82,51,96,15,Goal Keeper
83,87,52,98,20,Goal Keeper
97,88,54,99,11,Goal Keeper
92,88,50,99,14,Goal Keeper
80,89,59,98,2,Goal Keeper
95,88,60,99,3,Goal Keeper
83,98,54,96,0,Goal Keeper
85,93,57,93,10,Goal Keeper
99,85,51,93,15,Goal Keeper
80,98,53,99,9,Goal Keeper
86,93,57,99,6,Goal Keeper
88,82,50,91,5,Goal Keeper
81,95,54,93,11,Goal Keeper
93,96,54,98,15,Goal Keeper
92,94,55,96,4,Goal Keeper
95,82,50,93,9,Goal Keeper
85,83,57,94,8,Goal Keeper
84,93,60,95,11,Goal Keeper
98,83,59,100,9,Goal Keeper
98,98,54,95,12,Goal Keeper
91,88,57,98,12,Goal Keeper
80,89,58,93,16,Goal Keeper
100,83,60,97,2,Goal Keeper
81,81,55,100,15,Goal Keeper
97,86,55,94,11,Goal Keeper
96,100,50,92,13,Goal Keeper
82,92,59,92,16,Goal Keeper
86,94,59,91,12,Goal Keeper
90,81,54,96,6,Goal Keeper
94,91,52,99,9,Goal Keeper
92,94,54,93,16,Goal Keeper
80,83,50,99,12,Goal Keeper
92,88,54,92,11,Goal Keeper
86,95,54,93,6,Goal Keeper
94,94,59,99,20,Goal Keeper
82,89,53,92,3,Goal Keeper
100,95,59,96,7,Goal Keeper
92,90,51,92,14,Goal Keeper
86,100,51,100,19,Goal Keeper
97,98,52,97,20,Goal Keeper
91,95,51,90,5,Goal Keeper
93,89,60,100,12,Goal Keeper
85,93,59,98,14,Goal Keeper
96,95,53,99,18,Goal Keeper
86,99,50,92,19,Goal Keeper
87,88,54,93,10,Goal Keeper
100,95,54,100,11,Goal Keeper
93,98,57,98,3,Goal Keeper
100,98,52,90,18,Goal Keeper
80,100,56,100,19,Goal Keeper
80,90,51,98,12,Goal Keeper
84,83,50,94,19,Goal Keeper
81,100,57,99,1,Goal Keeper
94,82,55,94,4,Goal Keeper
81,95,56,96,15,Goal Keeper
80,84,54,98,17,Goal Keeper
80,93,57,98,4,Goal Keeper
97,92,56,94,18,Goal Keeper
83,82,51,90,0,Goal Keeper
91,97,52,94,13,Goal Keeper
92,89,52,94,16,Goal Keeper
84,94,59,91,2,Goal Keeper
94,91,60,96,10,Goal Keeper
83,92,52,90,17,Goal Keeper
98,87,57,94,8,Goal Keeper
93,91,51,100,10,Goal Keeper
80,97,59,94,10,Goal Keeper
88,87,50,95,18,Goal Keeper
85,91,55,94,10,Goal Keeper
91,85,57,92,13,Goal Keeper
97,92,58,100,7,Goal Keeper
85,97,58,91,16,Goal Keeper
99,84,52,95,2,Goal Keeper
100,85,59,90,15,Goal Keeper
96,87,55,97,19,Goal Keeper
100,84,54,97,2,Goal Keeper
85,94,60,97,3,Goal Keeper
95,87,51,94,15,Goal Keeper
85,97,51,91,2,Goal Keeper
95,96,59,92,20,Goal Keeper
81,93,52,92,9,Goal Keeper
87,97,57,98,7,Goal Keeper
85,82,55,93,14,Goal Keeper
80,94,51,95,15,Goal Keeper
81,87,51,93,7,Goal Keeper
88,85,54,91,18,Goal Keeper
88,84,55,98,10,Goal Keeper
96,97,50,90,0,Goal Keeper
90,85,60,97,0,Goal Keeper
94,84,51,96,11,Goal Keeper
83,98,54,93,15,Goal Keeper
86,86,55,91,11,Goal Keeper
93,98,50,99,5,Goal Keeper
85,89,55,96,9,Goal Keeper
92,91,60,95,4,Goal Keeper
95,95,54,98,16,Goal Keeper
81,96,60,94,4,Goal Keeper
83,97,50,96,7,Goal Keeper
91,88,58,94,8,Goal Keeper
84,100,54,100,7,Goal Keeper
90,99,54,99,11,Goal Keeper
90,85,58,96,18,Goal Keeper
97,80,60,94,6,Goal Keeper
100,82,51,97,16,Goal Keeper
95,88,60,96,6,Goal Keeper
97,100,55,96,15,Goal Keeper
96,100,57,94,18,Goal Keeper
95,89,57,100,8,Goal Keeper
97,83,51,90,13,Goal Keeper
82,80,55,95,5,Goal Keeper
97,80,59,98,7,Goal Keeper
98,99,55,90,14,Goal Keeper
83,93,53,92,17,Goal Keeper
99,91,51,99,16,Goal Keeper
97,99,58,91,16,Goal Keeper
87,83,50,99,1,Goal Keeper
94,96,55,97,15,Goal Keeper
91,84,55,96,0,Goal Keeper
97,83,57,90,15,Goal Keeper
99,99,54,95,1,Goal Keeper
98,91,50,98,1,Goal Keeper
94,99,56,97,14,Goal Keeper
90,85,60,95,17,Goal Keeper
97,98,54,97,12,Goal Keeper
100,96,58,98,9,Goal Keeper
95,89,50,94,2,Goal Keeper
86,86,51,90,10,Goal Keeper
89,92,53,98,20,Goal Keeper
94,82,56,96,3,Goal Keeper
100,80,52,95,15,Goal Keeper
80,91,50,93,10,Goal Keeper
85,100,55,100,3,Goal Keeper
96,86,50,95,7,Goal Keeper
88,97,60,91,0,Goal Keeper
82,86,54,94,0,Goal Keeper
100,96,51,99,14,Goal Keeper
87,80,57,94,14,Goal Keeper
96,87,60,98,18,Goal Keeper
95,99,51,95,19,Goal Keeper
96,88,52,95,11,Goal Keeper
86,96,51,91,0,Goal Keeper
81,90,50,94,6,Goal Keeper
82,96,59,95,7,Goal Keeper
98,80,56,99,3,Goal Keeper
87,92,50,100,20,Goal Keeper
91,91,59,100,3,Goal Keeper
92,83,52,98,8,Goal Keeper
94,80,50,97,15,Goal Keeper
97,81,55,97,11,Goal Keeper
98,81,56,94,6,Goal Keeper
89,85,53,95,4,Goal Keeper
100,82,53,95,11,Goal Keeper
90,80,58,94,0,Goal Keeper
85,90,56,90,15,Goal Keeper
94,93,51,91,15,Goal Keeper
80,91,50,91,15,Goal Keeper
89,90,53,98,14,Goal Keeper
97,96,52,99,6,Goal Keeper
81,80,59,94,2,Goal Keeper
93,93,55,99,18,Goal Keeper
88,82,55,92,15,Goal Keeper
88,92,51,90,2,Goal Keeper
91,93,59,100,4,Goal Keeper
94,86,60,91,11,Goal Keeper
100,89,54,98,8,Goal Keeper
93,97,51,96,15,Goal Keeper
96,84,56,98,3,Goal Keeper
80,95,51,91,2,Goal Keeper
84,86,60,96,19,Goal Keeper
95,93,58,100,6,Goal Keeper
93,95,58,92,11,Goal Keeper
81,84,52,96,16,Goal Keeper
80,95,53,98,14,Goal Keeper
100,86,53,92,20,Goal Keeper
83,94,52,100,7,Goal Keeper
87,86,57,96,4,Goal Keeper
95,89,50,99,20,Goal Keeper
98,98,57,92,20,Goal Keeper
81,95,52,98,0,Goal Keeper
92,81,52,91,6,Goal Keeper
86,95,50,97,7,Goal Keeper
97,86,53,100,15,Goal Keeper
97,87,52,98,7,Goal Keeper
88,99,54,90,4,Goal Keeper
87,99,53,92,9,Goal Keeper
84,100,60,99,15,Goal Keeper
94,99,60,97,3,Goal Keeper
94,100,52,95,3,Goal Keeper
88,93,57,90,19,Goal Keeper
92,94,53,97,20,Goal Keeper
85,81,52,90,2,Goal Keeper
86,85,51,96,19,Goal Keeper
90,86,55,93,5,Goal Keeper
81,84,59,96,9,Goal Keeper
92,93,56,96,8,Goal Keeper
94,100,55,90,18,Goal Keeper
100,97,50,90,13,Goal Keeper
88,82,50,94,11,Goal Keeper
83,92,55,96,7,Goal Keeper
100,95,60,94,11,Goal Keeper
82,86,58,95,3,Goal Keeper
88,92,54,93,17,Goal Keeper
96,98,54,98,16,Goal Keeper
86,84,54,99,4,Goal Keeper
99,89,59,92,12,Goal Keeper
88,98,56,90,13,Goal Keeper
83,90,59,95,13,Goal Keeper
80,96,50,92,14,Goal Keeper
82,89,54,100,8,Goal Keeper
99,90,58,99,8,Goal Keeper
94,91,58,90,10,Goal Keeper
84,96,54,95,13,Goal Keeper
97,87,59,99,10,Goal Keeper
90,81,52,92,6,Goal Keeper
82,84,57,99,20,Goal Keeper
86,95,57,96,20,Goal Keeper
92,85,56,94,20,Goal Keeper
80,100,51,94,5,Goal Keeper
88,81,54,98,17,Goal Keeper
93,98,58,92,0,Goal Keeper
87,83,51,99,9,Goal Keeper
82,83,57,94,12,Goal Keeper
89,82,53,100,4,Goal Keeper
84,85,51,94,4,Goal Keeper
90,99,59,100,19,Goal Keeper
89,95,50,96,20,Goal Keeper
90,96,53,91,14,Goal Keeper
92,98,58,96,16,Goal Keeper
81,98,58,97,9,Goal Keeper
94,83,56,100,13,Goal Keeper
82,94,59,94,15,Goal Keeper
95,94,56,98,16,Goal Keeper
93,88,56,91,18,Goal Keeper
99,97,59,96,18,Goal Keeper
81,84,51,96,6,Goal Keeper
82,89,52,90,7,Goal Keeper
98,84,53,100,4,Goal Keeper
85,87,50,93,10,Goal Keeper
87,100,53,96,16,Goal Keeper
81,100,56,92,10,Goal Keeper
89,100,56,90,5,Goal Keeper
85,97,58,92,6,Goal Keeper
97,92,59,91,14,Goal Keeper
92,94,57,100,7,Goal Keeper
98,83,57,99,3,Goal Keeper
99,92,52,96,13,Goal Keeper
99,95,53,100,14,Goal Keeper
94,89,60,90,17,Goal Keeper
80,97,54,96,8,Goal Keeper
95,100,58,100,9,Goal Keeper
93,91,60,100,4,Goal Keeper
82,86,57,92,20,Goal Keeper
97,81,50,90,15,Goal Keeper
89,87,52,97,17,Goal Keeper
87,96,53,93,3,Goal Keeper
94,86,52,90,8,Goal Keeper
98,98,57,93,16,Goal Keeper
82,96,57,96,2,Goal Keeper
84,88,53,98,15,Goal Keeper
97,87,54,98,14,Goal Keeper
98,98,56,97,0,Goal Keeper
89,88,60,92,1,Goal Keeper
90,85,55,91,0,Goal Keeper
92,91,50,93,19,Goal Keeper
93,92,58,99,9,Goal Keeper
98,82,51,90,10,Goal Keeper
85,86,57,93,19,Goal Keeper
87,89,53,95,10,Goal Keeper
98,98,60,95,15,Goal Keeper
91,80,54,95,16,Goal Keeper
90,83,55,91,8,Goal Keeper
90,82,56,96,7,Goal Keeper
98,97,57,91,11,Goal Keeper
81,81,53,95,8,Goal Keeper
99,95,59,99,18,Goal Keeper
91,95,59,95,9,Goal Keeper
96,86,57,100,0,Goal Keeper
96,89,53,97,8,Goal Keeper
89,86,56,100,7,Goal Keeper
92,90,53,98,10,Goal Keeper
81,97,56,92,18,Goal Keeper
99,91,52,95,5,Goal Keeper
82,81,59,92,4,Goal Keeper
92,94,55,93,10,Goal Keeper
92,100,54,94,9,Goal Keeper
100,82,52,98,4,Goal Keeper
85,82,53,98,5,Goal Keeper
96,100,60,93,12,Goal Keeper
81,80,54,95,7,Goal Keeper
96,86,60,95,15,Goal Keeper
100,89,54,98,15,Goal Keeper
82,97,53,100,1,Goal Keeper
89,96,51,91,20,Goal Keeper
90,97,60,96,8,Goal Keeper
94,100,60,94,18,Goal Keeper
83,91,57,94,12,Goal Keeper
89,100,52,95,19,Goal Keeper
80,98,56,100,13,Goal Keeper
86,80,57,97,1,Goal Keeper
80,94,58,90,5,Goal Keeper
81,98,60,96,20,Goal Keeper
89,93,52,95,4,Goal Keeper
93,93,50,94,12,Goal Keeper
83,90,53,97,16,Goal Keeper
96,95,55,92,4,Goal Keeper
81,85,57,98,8,Goal Keeper
92,80,55,90,11,Goal Keeper
87,99,58,90,2,Goal Keeper
96,85,58,97,13,Goal Keeper
83,88,53,92,5,Goal Keeper
100,91,57,98,19,Goal Keeper
97,93,56,99,8,Goal Keeper
90,99,59,90,20,Goal Keeper
93,93,55,92,0,Goal Keeper
100,83,50,93,12,Goal Keeper
80,90,56,90,15,Goal Keeper
88,88,51,91,19,Goal Keeper
93,100,52,94,0,Goal Keeper
91,97,54,90,5,Goal Keeper
83,85,55,98,17,Goal Keeper
100,90,50,92,12,Goal Keeper
84,86,51,99,6,Goal Keeper
89,84,57,95,2,Goal Keeper
99,85,57,91,16,Goal Keeper
84,97,54,94,19,Goal Keeper
83,89,59,93,2,Goal Keeper
83,83,58,99,4,Goal Keeper
84,96,51,91,8,Goal Keeper
